"Site_Code","Point_Type","Tree_Num","Watershed","Latitude","Longitude","X.UTM","Y.UTM","Horz_Prec","Count.medium","Count.small","Unhealthy_Site","Cow_Damage","Site_Notes","Site_Notes.2019","Elevation","Cos.aspect","Slope","Summer.Insolation","Count.adult.dead","Count.adult.damaged","DBH.center","DBH.mean","Basal.area.density","Plot.radius","Soil.type","Canopy_openness","Geologic.Unit","Fraction.Organic","d15N","d13C","fracN","fracC","Genotype","Ploidy_level"
"XMIC","Grid",86,"Washington Gulch-Slate River",38.9217636,-106.99527,327028.521260712,4309987.26824739,1,4,5,0,0,"NA","",3002.09574086436,-0.694242750521755,17.8352988399666,22.5250778198242,2,1,23.1,22.2,0.09985216,2.5,"Soil",5,"Qt",0.0935308933312154,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"XQWME","Random",415,"Coal Creek",38.858733,-107.07427,320020.255853867,4303144.72781581,0.5,3,9,0,0,"pygmy forest","",3120.89506081202,-0.999847773757558,31.881063594103,25.5645446777344,1,2,18.1,15.8090909090909,0.00138299319727891,14.7,"Scree",1,"Tp",NA,NA,NA,NA,NA,"OFMLA_414_18","Triploid"
"XTGPN","Random",295,"Middle East River",38.9545433,-106.96077,330097.879655278,4313560.37965693,0.7,15,27,0,0,"NA","",3265.7211891726,-0.933860083904139,17.7961788521808,23.5371646881104,3,3,22,18.7454545454545,0.0174880466472303,4.9,"Talus",4,"Tg",NA,NA,NA,NA,NA,NA,NA
"XTIA","Grid",126,"Washington Gulch-Slate River",38.9229384,-106.99461,327088.594940068,4310116.39992832,1.4,0,5,0,0,NA,"",3042.65436078975,-0.73940746928568,14.4091287709705,22.3321781158447,0,2,32.5,23.2444444444444,0.0172885255648038,5.8,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"XUYFP","Random",355,"Coal Creek",38.8660384,-107.05168,321998.744985409,4303911.20660622,0.9,4,24,0,0,NA,"",3073.62272675696,-0.768016463223968,23.0669091455093,23.3171863555908,1,0,34.1,21.7272727272727,0.0112247966673279,7.1,"Soil",3,"Qdu",NA,NA,NA,NA,NA,"XUYFP","Triploid"
"YABY","Grid",239,"Oh-be-Joyful Creek-Slate River",38.9087362,-107.02222,324659.931309034,4308592.91896283,1,0,0,0,0,NA,"",2790.07370252538,-0.98928694949126,16.8341036254999,23.5678901672363,0,0,28.6,18.3909090909091,0.0172966935793925,5.1,"Soil",4,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"YAJIU","Random",428,"Washington Gulch-Slate River",38.9176728,-106.98255,328121.448388547,4309509.19573621,0.5,0,9,0,0,"NA","",3141.79667816935,-0.927492026200863,22.9632224967438,24.2945404052734,1,4,9,12.8454545454545,0.00218893074792244,9.5,"Talus",3,"Tp",0.0971779039409886,NA,NA,NA,NA,"FGWLJ_430_18","Triploid"
"YAOXG","Random",358,"Coal Creek",38.8669753,-107.05141,322024.509167646,4304014.66073297,2.1,5,6,0,0,"NA","",3082.79895339903,-0.336777176101937,22.2701205199579,20.999174118042,0,0,18,19.5909090909091,0.012532071799308,6.8,"Soil",3,"Kmv",0.0562992847973592,NA,NA,NA,NA,"AQZOX_354_18","Triploid"
"YGUPJ","Random",467,"Oh-be-Joyful Creek-Slate River",38.9304656,-107.03909,323250.999749041,4311037.12324181,1.4,0,0,0,0,"NA","",3005.24990927767,-0.157893286962507,22.0640836391903,20.1530857086182,2,0,30.3,18.2909090909091,0.0189303623490212,4.9,"Soil",5,"Ql",NA,NA,NA,NA,NA,"GCJEZ_466_18","Triploid"
"YGVZ","Grid",278,"Oh-be-Joyful Creek-Slate River",38.9097522,-107.02115,324755.215091253,4308703.62163619,1.3,0,2,0,0,"NA","",2830.29283625087,-0.486115195450811,16.6921931294315,21.2171955108643,0,3,29.2,24.5454545454545,0.0547648148148148,3.6,"Soil",5,"Ql",NA,NA,NA,NA,NA,"FBFZ_279_18","Triploid"
"YHGO","Grid",7,"Middle East River",38.9502196,-106.96358,329844.028172619,4313085.7632906,2,0,2,0,0,"NA","",3063.05518731078,-0.948597896216739,25.3660195177373,24.4618339538574,4,0,28.7,23.8727272727273,0.0194030099435636,6.1,"Soil",4,"Tg",NA,-0.01081032,-25.2606538,2.77654260528893,50.8629529872674,NA,NA
"YIBK","Grid",55,"Middle East River",38.9513638,-106.96385,329823.366462133,4313213.25546852,1.3,4,10,0,0,"NA","",3119.03263500253,-0.996315438430327,28.8502709544251,25.2438220977783,0,0,8.6,17.6090909090909,0.0136431441326531,5.6,"Talus",4,"Qm",NA,NA,NA,NA,NA,"EFMD_057_18","Triploid"
"YISKQ","Random",407,"Washington Gulch-Slate River",38.920389,-106.98578,327847.963691882,4309816.74462819,0.9,0,12,0,0,"NA","",3173.82942282279,-0.535745678005033,29.721352344433,22.188850402832,3,0,15.1,11.9818181818182,0.015895867768595,3.3,"Soil",4,"Tp",NA,NA,NA,NA,NA,"DBUZY_409_18",NA
"YMTS","Grid",21,"Middle East River",38.9506783,-106.96301,329894.523082765,4313135.60710944,1,0,3,0,0,"NA","",3088.34648754294,-0.979727467902124,22.6210565194558,24.4004096984863,0,0,30.2,24.9363636363636,0.0280215606508876,5.2,"Soil",4,"Tg",NA,-0.29801072,-26.18178804,2.69420957799905,48.103546230441,NA,NA
"YOAQZ","Random",370,"Middle East River",38.9507847,-106.94487,331466.833134156,4313113.69973476,0.7,4,45,1,1,NA,"",3222.58325696172,-0.74262636796399,20.8070650006329,22.9790000915527,4,0,16.5,16.1727272727273,0.0250129291453616,3.7,"Talus",3,"Qt",NA,NA,NA,NA,NA,"YOAQZ","Diploid"
"YQTZ","Grid",155,"Coal Creek",38.8626631,-107.05129,322024.164979575,4303535.84249593,0.7,1,0,0,0,"NA","",2973.16665908004,-0.999717141111104,20.240495091967,24.0598564147949,1,2,27.6,19.4818181818182,0.015012132231405,5.5,"Talus",3,"Qdu",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"YRLG","Grid",197,"Coal Creek",38.8635694,-107.05202,321963.083594583,4303637.85087001,0.8,2,11,0,1,"Lots of cow damage","",3018.10707511677,-0.951481046525924,18.3800115513513,24.0100936889648,0,1,8.1,18.4454545454545,0.0042245348938772,10.7,"Soil",3,"Qdu",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"YRQZ","Grid",184,"Coal Creek",38.8633663,-107.0511,322042.405222643,4303613.51576569,0.6,2,12,0,0,"NA","",3009.65598833835,-0.857673599847033,24.8135868972074,24.1341285705566,0,0,23.2,20.5636363636364,0.0148327777777778,6,"Soil",3,"Qdu",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"YWDO","Grid",120,"Washington Gulch-Slate River",38.9229073,-106.99629,326942.868747372,4310116.13661147,0.7,0,3,0,0,"NA","",3007.08619052488,-0.612949742846403,19.5367221542046,22.2489013671875,3,0,18.1,17.6363636363636,0.0095643550295858,6.5,"Soil",3,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"YWVO","Grid",14,"Middle East River",38.9504069,-106.96502,329719.681539943,4313109.24124733,0.8,0,4,0,0,"NA","",3058.69447024148,-0.984890996855698,26.4067679540152,25.0058441162109,1,0,8.7,15.3909090909091,0.00321089935659204,9.66,"Talus",2,"Tg",NA,-0.79,-25.14,2.73,48.1,"ASMP_012_18","Triploid"
"ZBVTF","Random",395,"Oh-be-Joyful Creek-Slate River",38.9439762,-107.0518,322182.954484747,4312561.32423283,1.2,2,22,0,1,"NA","",3030.61015922982,-0.300810945576544,31.0325738501805,21.0422554016113,0,0,24.7,14.9727272727273,0.0227125771604938,3.6,"Soil",5,"Kmu",NA,NA,NA,NA,NA,"ZBVTF","Diploid"
"ZFMG","Grid",223,"Oh-be-Joyful Creek-Slate River",38.9091923,-107.0228,324610.759882243,4308644.65434479,0.7,0,0,0,0,"NA","",2795.15994671921,-0.695804587872523,15.1528631429207,22.3125190734863,2,0,17.5,16.3818181818182,0.0207333333333333,3.9,"Soil",5,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"ZGWEI","Random",390,"Oh-be-Joyful Creek-Slate River",38.9357495,-107.04753,322532.526911727,4311639.95895041,1.6,0,4,1,0,"Very wet site. In streambed on bench above cliff. Damaged site maybe.","",2990.39929799129,-0.65254433620293,24.0491918224713,22.8488140106201,1,0,28.7,17.9272727272727,0.0278885487528345,4.2,"Soil",4,"Kmu",0.0867409661621557,NA,NA,NA,NA,"ZGWEI","Triploid"
"ZHQF","Grid",4,"Middle East River",38.949869,-106.96385,329819.790363878,4313047.35667292,1.8,0,1,0,0,"NA","",3043.39583840638,-0.942343596586719,23.6911828102433,24.3155708312988,1,0,22.3,19.6545454545455,0.0134376111111111,6,"Soil",3,"Tg",NA,-0.52464126,-26.76027052,3.02088669950739,49.8054187192118,"ASMP_012_18","Triploid"
"ZIJVQ","Random",384,"Middle East River",38.941092,-106.94435,331488.941921347,4312037.00721046,0.5,2,10,0,1,NA,"",3031.31195445287,-0.976842612672413,12.3621197006878,22.6723670959473,1,1,20.2,10.8909090909091,0.01496953125,3.2,"Talus",5,"Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"ZINLH","Random",386,"Middle East River",38.9445065,-106.95325,330725.665227589,4312432.45821854,1.5,0,3,0,1,"NA","",2997.92646310663,-0.793873961788427,16.019281001583,22.6612663269043,0,1,24,24.0909090909091,0.0289645833333333,4.8,"Talus",4,"Qt",0.143318899798744,NA,NA,NA,NA,"ZINLH","Triploid"
"ZJQRW","Random",402,"Middle East River",38.9252751,-106.97078,329160.182770904,4310330.80038774,0.7,2,1,0,0,NA,"",3027.38308026337,-0.0610904928233919,9.80180340386081,20.0951042175293,1,3,22.6,25.4,0.0674896235078053,3.3,"Talus",4,"Qu",0.116416103319544,NA,NA,NA,NA,"ZJQRW","Triploid"
"ZJYP","Grid",32,"Middle East River",38.9508827,-106.96505,329718.220632402,4313162.10349145,0.5,3,7,0,0,"NA","",3084.27314767063,-0.972709575274097,24.9393877262484,24.6215896606445,3,0,28.9,20.5636363636364,0.0183104289940828,5.2,"Talus",3,"Tg",NA,-0.48667248,-25.61827308,2.84886913580247,49.509287654321,"ACFL_031_18","Triploid"
"ZLQMG","Random",441,"Coal Creek",38.8617633,-107.06512,320821.863660999,4303463.03952612,0.4,7,2,0,0,"NA","Leaning downslope",3105.17868565579,-0.999974411419972,31.8493285395249,25.4999485015869,0,1,15.3,11.7636363636364,0.0121782548476454,3.8,"Scree",3,"Tp",0.0835921888293137,NA,NA,NA,NA,"ZLQMG","Triploid"
"ZMCLX","Random",313,"Washington Gulch-Slate River",38.9376634,-107.01559,325305.834658283,4311790.65265405,0.6,0,19,0,1,"NA","",2988.22264585985,-0.999974438544586,9.61834278637702,22.0383052825928,2,1,32,24.2636363636364,0.0238456447187929,5.4,"Soil",3,"Kmu",NA,NA,NA,NA,NA,"QAOMG_312_18","Triploid"
"ZMKM","Grid",271,"Oh-be-Joyful Creek-Slate River",38.9094205,-107.02131,324740.524927318,4308667.11576107,0.8,2,19,0,0,"NA","",2816.19091096636,-0.728834789033759,16.4966864454851,22.2390308380127,1,0,33.5,24.9636363636364,0.0199128047337278,6.5,"Soil",3,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"ZRSPK","Random",342,"Coal Creek",38.8710052,-107.02965,323922.472460674,4304419.7013201,0.7,1,19,0,0,NA,"",2977.23177430219,-0.936904437208235,14.294969953572,22.7532787322998,1,3,28.5,16.9090909090909,0.0114986325802616,5.8,"Soil",4,"Qmy",NA,NA,NA,NA,NA,"MEMNL01_341_18","Triploid"
"ZTMR","Grid",91,"Washington Gulch-Slate River",38.9218396,-106.994,327138.812487531,4309993.29383892,0.8,0,2,0,0,"NA","",3028.41330807289,-0.739677372258948,15.0744681140775,22.3932647705078,0,0,7.8,22.6545454545455,0.0273086214077468,4.9,"Soil",5,"Qt",0.0652606754170614,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"ZWKH","Grid",26,"Middle East River",38.9506911,-106.96444,329770.626169175,4313139.69890749,0.5,0,10,0,0,"NA","",3076.99379129125,-0.978029468200718,23.7849677648883,24.5645751953125,1,0,25.9,24.3454545454545,0.0139069629041857,7.1,"Soil",4,"Tg",0.0927555299728641,-0.40839792,-26.21875622,3.1643567251462,50.5311846978557,"ASMP_012_18","Triploid"
"ZWRP","Grid",505,"Oh-be-Joyful Creek-Slate River",38.910117,-107.02248,324640.784614726,4308746.66582373,0.9,0,0,0,0,NA,"tag and reflector missing; 2 nails in tree 8/12",2810.79810259042,-0.536475808626195,12.8073416935381,21.2718124389648,2,0,25.9,24.64,0.039560875,4,"Soil",5,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"ZXAOC","Random",464,"Oh-be-Joyful Creek-Slate River",38.9279856,-107.04088,323089.664862023,4310765.3543525,0.7,1,2,0,0,"NA","",2852.61176126333,-0.585537368789412,32.9802358932983,22.5898876190186,0,1,29.4,15.5181818181818,0.00468359096313912,8.7,"Talus",2,"Ql",NA,NA,NA,NA,NA,"ZXAOC","Diploid"
"ZXLQ","Grid",58,"Middle East River",38.9515999,-106.96334,329868.128670467,4313238.50617009,1.3,0,0,0,0,"NA","Confirmed coordinates are not for nzxv",3132.09047961361,-0.992706390458426,25.5234656946383,24.9536838531494,0,0,21.4,26.0727272727273,0.0218058603849469,5.9,"Talus",4,"Qm",NA,NA,NA,NA,NA,"APCV_068_18","Triploid"
"ZXNOG","Random",360,"Coal Creek",38.8682186,-107.05364,321834.126806526,4304156.99835771,1.7,0,0,0,0,"NA","",3160.84426432895,-0.999960586901547,28.8263907264524,25.221435546875,2,0,26.1,15.39,0.0138574905354246,4.3,"Soil",4,"Qdu",NA,NA,NA,NA,NA,"CQMJX_361_18","Triploid"
"ZXSH","Grid",93,"Washington Gulch-Slate River",38.9220545,-106.9942,327121.994611171,4310017.52357433,0.7,0,0,0,0,"NA","",3028.74982638568,-0.73966353817449,14.5205434588075,22.3066024780273,2,0,32.4,19.3636363636364,0.0204379841732611,4.9,"Soil",3,"Qt",NA,NA,NA,NA,NA,"ROCQ_139_18","Triploid"
